"Account History - Account","Account History - ID","Account History - Next","Account History - Operation ID","Account History - Sequence","Additional Data - Fee Data - Amount","Additional Data - Fee Data -Asset","Additional Data - Transfer Data - Amount","Additional Data - Transfer Data - Asset","Block Data - Block Number","Block Data - Block Time","Block Data - Transaction ID","Operation History - Raw Operation","Operation History - Operation in Transaction","Operation History - Operation Result","Operation History - Transaction in Block","Operation Data - Virtual Operation","Operation Type"
1.2.131183,2.9.592211846,2.9.592211845,1.11.574961872,55416,,,,,32125628,2018-11-10T08:36:39,804def6c19186cdd114ccd8c0042fe5f42df7333,,0,"[0,{}]",18,47653,4
1.2.131183,2.9.592211845,2.9.592211832,1.11.574961871,55415,,,,,32125628,2018-11-10T08:36:39,804def6c19186cdd114ccd8c0042fe5f42df7333,,0,"[1,""1.7.239841713""]",18,47652,1
1.2.131183,2.9.592211832,2.9.592207908,1.11.574961859,55414,,,,,32125628,2018-11-10T08:36:39,9d57f583888e97e6be3cf907c84b6794926e257a,,0,"[1,""1.8.94789""]",8,47640,3
1.2.131183,2.9.592207893,2.9.592207759,1.11.574957984,55410,,,,,32125573,2018-11-10T08:33:54,6f37f97860c7b471328a970224c1ee1a24df2a2c,,0,"[1,""1.8.94789""]",0,43765,3
1.2.131183,2.9.592207894,2.9.592207893,1.11.574957985,55411,,,,,32125573,2018-11-10T08:33:54,5adc73c0597cb7dea4dda04d827b4804e1ce13a5,,0,"[1,""1.7.239840002""]",1,43766,1
1.2.131183,2.9.592207908,2.9.592207895,1.11.574957999,55413,,,,,32125573,2018-11-10T08:33:54,d178be3b182db39432e8946cf44d40d744701e33,,0,"[1,""1.8.94789""]",11,43780,3
1.2.131183,2.9.592207895,2.9.592207894,1.11.574957986,55412,,,,,32125573,2018-11-10T08:33:54,5adc73c0597cb7dea4dda04d827b4804e1ce13a5,,0,"[0,{}]",1,43767,4
1.2.131183,2.9.592207759,2.9.592207758,1.11.574957854,55409,,,,,32125571,2018-11-10T08:33:48,73493acf44a1ccb6dc202aec3a9fa081041ea98e,,0,"[0,{}]",11,43635,4
1.2.131183,2.9.592207754,2.9.592207673,1.11.574957849,55407,,,,,32125571,2018-11-10T08:33:48,fc0271b8949ae1075b7bb6426768294181e1c546,,0,"[1,""1.8.94789""]",7,43630,3
1.2.131183,2.9.592207758,2.9.592207754,1.11.574957853,55408,,,,,32125571,2018-11-10T08:33:48,73493acf44a1ccb6dc202aec3a9fa081041ea98e,,0,"[1,""1.7.239839947""]",11,43634,1
1.2.131183,2.9.592207662,2.9.592204565,1.11.574957761,55404,,,,,32125570,2018-11-10T08:33:45,210621388d0d4bb42d26eaa727b051202c645f71,,0,"[1,""1.8.94789""]",2,43542,3
1.2.131183,2.9.592207673,2.9.592207672,1.11.574957771,55406,,,,,32125570,2018-11-10T08:33:45,97ae8d25ba622d401ca3622e3e5faadd0fa24b19,,0,"[0,{}]",11,43552,4
1.2.131183,2.9.592207672,2.9.592207662,1.11.574957770,55405,,,,,32125570,2018-11-10T08:33:45,97ae8d25ba622d401ca3622e3e5faadd0fa24b19,,0,"[1,""1.7.239839909""]",11,43551,1
1.2.131183,2.9.592204563,2.9.592204562,1.11.574954717,55402,,,,,32125526,2018-11-10T08:31:33,f4e392e81f77479e8c1830d8bb4c6f1182b767c4,,0,"[0,{}]",0,40498,4
1.2.131183,2.9.592204562,2.9.592204455,1.11.574954716,55401,,,,,32125526,2018-11-10T08:31:33,f4e392e81f77479e8c1830d8bb4c6f1182b767c4,,0,"[1,""1.7.239838596""]",0,40497,1
1.2.131183,2.9.592204565,2.9.592204563,1.11.574954719,55403,,,,,32125526,2018-11-10T08:31:33,7167505dc810ab27cf6cb1c9b305a1752704dadd,,0,"[1,""1.8.94789""]",1,40500,3
1.2.131183,2.9.592204455,2.9.592203479,1.11.574954609,55400,,,,,32125524,2018-11-10T08:31:27,2918818e14eed6b13e288a078e5244dac63dca45,,0,"[1,""1.8.94789""]",10,40390,3
1.2.131183,2.9.592203417,2.9.592203391,1.11.574953587,55397,,,,,32125509,2018-11-10T08:30:42,a6bf4ddc06944b5347be72bb829d29c35d0ec1b3,,0,"[1,""1.7.239838110""]",19,39368,1
1.2.131183,2.9.592203418,2.9.592203417,1.11.574953588,55398,,,,,32125509,2018-11-10T08:30:42,a6bf4ddc06944b5347be72bb829d29c35d0ec1b3,,0,"[0,{}]",19,39369,4
1.2.131183,2.9.592203479,2.9.592203418,1.11.574953649,55399,,,,,32125509,2018-11-10T08:30:42,f20af1f29d985cff0379f391ca4a11680f08aacf,,0,"[1,""1.8.94789""]",68,39430,3
1.2.131183,2.9.592203391,2.9.592203292,1.11.574953561,55396,,,,,32125508,2018-11-10T08:30:39,2adb7f23ea62af66d4ff04a1d7bb70dc7b92535f,,0,"[1,""1.8.94789""]",69,39342,3
1.2.131183,2.9.592203286,2.9.592203169,1.11.574953456,55393,,,,,32125507,2018-11-10T08:30:36,053d7afcaef7501706dda573f18e992316c40c18,,0,"[1,""1.8.94789""]",80,39237,3
1.2.131183,2.9.592203291,2.9.592203286,1.11.574953461,55394,,,,,32125507,2018-11-10T08:30:36,7ae5df7e81284c14b12a8e46d4e6db13296650aa,,0,"[1,""1.7.239838057""]",85,39242,1
1.2.131183,2.9.592203292,2.9.592203291,1.11.574953462,55395,,,,,32125507,2018-11-10T08:30:36,7ae5df7e81284c14b12a8e46d4e6db13296650aa,,0,"[0,{}]",85,39243,4
1.2.131183,2.9.592203168,2.9.592203070,1.11.574953341,55391,,,,,32125506,2018-11-10T08:30:33,829bdda63c61db4fc62a5ae2d38775eb931d761e,,0,"[1,""1.7.239837998""]",59,39122,1
1.2.131183,2.9.592203169,2.9.592203168,1.11.574953342,55392,,,,,32125506,2018-11-10T08:30:33,829bdda63c61db4fc62a5ae2d38775eb931d761e,,0,"[0,{}]",59,39123,4
1.2.131183,2.9.592203070,2.9.592202944,1.11.574953246,55390,,,,,32125505,2018-11-10T08:30:30,dc869f9adba2a4384fedddda3f0445fcb54bf052,,0,"[1,""1.8.94789""]",66,39027,3
1.2.131183,2.9.592202944,2.9.592202866,1.11.574953120,55389,,,,,32125504,2018-11-10T08:30:27,f32eebc2c79df0116c29f1481d207578f76925fc,,0,"[1,""1.8.94789""]",43,38901,3
1.2.131183,2.9.592202865,2.9.592202857,1.11.574953042,55387,,,,,32125503,2018-11-10T08:30:24,c20ce6ddd988a71f002f8e80248ece4623ed54d8,,0,"[1,""1.7.239837889""]",71,38823,1
1.2.131183,2.9.592202866,2.9.592202865,1.11.574953043,55388,,,,,32125503,2018-11-10T08:30:24,c20ce6ddd988a71f002f8e80248ece4623ed54d8,,0,"[0,{}]",71,38824,4
1.2.131183,2.9.592202857,2.9.592202761,1.11.574953034,55386,,,,,32125503,2018-11-10T08:30:24,970d6ac6fc1e1346a3ddab81351e1594d00ff48f,,0,"[1,""1.8.94789""]",63,38815,3
1.2.131183,2.9.592202760,2.9.592202754,1.11.574952937,55384,,,,,32125502,2018-11-10T08:30:21,24ebb1eb95045468fcd2335591ba83971d94ffd5,,0,"[1,""1.7.239837856""]",44,38718,1
1.2.131183,2.9.592202761,2.9.592202760,1.11.574952938,55385,,,,,32125502,2018-11-10T08:30:21,24ebb1eb95045468fcd2335591ba83971d94ffd5,,0,"[0,{}]",44,38719,4
1.2.131183,2.9.592202754,2.9.592202670,1.11.574952931,55383,,,,,32125502,2018-11-10T08:30:21,f36e6d7063e7575960d1689d8b152142948938f9,,0,"[1,""1.8.94789""]",40,38712,3
1.2.131183,2.9.592202670,2.9.592202669,1.11.574952850,55382,,,,,32125501,2018-11-10T08:30:18,25f766e2c6250eaf52180da80da03d9a4668baf9,,0,"[0,{}]",37,38631,4
1.2.131183,2.9.592202669,2.9.592202659,1.11.574952849,55381,,,,,32125501,2018-11-10T08:30:18,25f766e2c6250eaf52180da80da03d9a4668baf9,,0,"[1,""1.7.239837823""]",37,38630,1
1.2.131183,2.9.592202659,2.9.592202596,1.11.574952839,55380,,,,,32125501,2018-11-10T08:30:18,d3b4ae2a37b3f366a97958a3fce72d351d277ecb,,0,"[1,""1.8.94789""]",32,38620,3
1.2.131183,2.9.592202596,2.9.592202595,1.11.574952777,55379,,,,,32125500,2018-11-10T08:30:15,454f7a3eecf19a8e2613d7e51d9cb9411ccb936f,,0,"[0,{}]",31,38558,4
1.2.131183,2.9.592202595,2.9.592202519,1.11.574952776,55378,,,,,32125500,2018-11-10T08:30:15,454f7a3eecf19a8e2613d7e51d9cb9411ccb936f,,0,"[1,""1.7.239837794""]",31,38557,1
1.2.131183,2.9.592202519,2.9.592201137,1.11.574952701,55377,,,,,32125499,2018-11-10T08:30:12,bfbe69f751f9fc89d89124114a1b4b6f7c210844,,0,"[1,""1.8.94789""]",25,38482,3
1.2.131183,2.9.592201137,2.9.592201057,1.11.574951334,55376,,,,,32125480,2018-11-10T08:29:15,d4979b4b73bd666f5c60d9d4c1e66e8fde1f8400,,0,"[1,""1.8.94789""]",9,37115,3
1.2.131183,2.9.592201051,2.9.592200961,1.11.574951249,55373,,,,,32125479,2018-11-10T08:29:12,0756715452db563e0c481602ee5aa98213d9b0f9,,0,"[1,""1.8.94789""]",7,37030,3
1.2.131183,2.9.592201057,2.9.592201056,1.11.574951255,55375,,,,,32125479,2018-11-10T08:29:12,f0a0afdc95507c5ff0d7fef1de4ecfe6675f1db3,,0,"[0,{}]",10,37036,4
1.2.131183,2.9.592201056,2.9.592201051,1.11.574951254,55374,,,,,32125479,2018-11-10T08:29:12,f0a0afdc95507c5ff0d7fef1de4ecfe6675f1db3,,0,"[1,""1.7.239837152""]",10,37035,1
1.2.131183,2.9.592200960,2.9.592200886,1.11.574951159,55371,,,,,32125478,2018-11-10T08:29:09,ffc7825a4326ea95085dc36868585808d778f3d6,,0,"[1,""1.7.239837127""]",5,36940,1
1.2.131183,2.9.592200961,2.9.592200960,1.11.574951160,55372,,,,,32125478,2018-11-10T08:29:09,ffc7825a4326ea95085dc36868585808d778f3d6,,0,"[0,{}]",5,36941,4
1.2.131183,2.9.592200886,2.9.592200852,1.11.574951085,55370,,,,,32125477,2018-11-10T08:29:06,2d34dc66cc788327ed9a2be6a9849c2e0c37e2db,,0,"[1,""1.8.94789""]",1,36866,3
1.2.131183,2.9.592200852,2.9.592200851,1.11.574951051,55369,,,,,32125476,2018-11-10T08:29:03,4a3b51ed049d7ccc3a719a0a3e21c7a19d1b405c,,0,"[0,{}]",3,36832,4
1.2.131183,2.9.592200851,2.9.592200788,1.11.574951050,55368,,,,,32125476,2018-11-10T08:29:03,4a3b51ed049d7ccc3a719a0a3e21c7a19d1b405c,,0,"[1,""1.7.239837080""]",3,36831,1
1.2.131183,2.9.592200788,2.9.592200738,1.11.574950988,55367,,,,,32125475,2018-11-10T08:29:00,b6e619eb3c4bae61c42c57d350d9760d248d6caa,,0,"[1,""1.8.94789""]",2,36769,3
1.2.131183,2.9.592200737,2.9.592200723,1.11.574950937,55365,,,,,32125474,2018-11-10T08:28:57,9682abdbfb6bc6b89492ac91038b29b88e986841,,0,"[1,""1.7.239837029""]",7,36718,1
1.2.131183,2.9.592200738,2.9.592200737,1.11.574950938,55366,,,,,32125474,2018-11-10T08:28:57,9682abdbfb6bc6b89492ac91038b29b88e986841,,0,"[0,{}]",7,36719,4
1.2.131183,2.9.592200723,2.9.592200673,1.11.574950923,55364,,,,,32125473,2018-11-10T08:28:54,eff508075f4ee31cb6fb8baaf19c432644cc9e1a,,0,"[1,""1.8.94789""]",41,36704,3
1.2.131183,2.9.592200672,2.9.592200666,1.11.574950872,55362,,,,,32125473,2018-11-10T08:28:54,f80da97aec3ddf3da3ae073790636995e7b7a450,,0,"[1,""1.7.239836995""]",1,36653,1
1.2.131183,2.9.592200673,2.9.592200672,1.11.574950873,55363,,,,,32125473,2018-11-10T08:28:54,f80da97aec3ddf3da3ae073790636995e7b7a450,,0,"[0,{}]",1,36654,4
1.2.131183,2.9.592200666,2.9.592200585,1.11.574950866,55361,,,,,32125472,2018-11-10T08:28:51,0a5b3aef3613312aebb87c59be1293323732b5cf,,0,"[1,""1.8.94789""]",45,36647,3
1.2.131183,2.9.592200583,2.9.592200525,1.11.574950783,55358,,,,,32125471,2018-11-10T08:28:48,7b1ccb5da4d0c5d7ed7f726278db331d4936f0bb,,0,"[1,""1.8.94789""]",39,36564,3
1.2.131183,2.9.592200584,2.9.592200583,1.11.574950784,55359,,,,,32125471,2018-11-10T08:28:48,0eabe2fcd9db24aea27c258bcf3d54e63110b7f9,,0,"[1,""1.7.239836969""]",40,36565,1
1.2.131183,2.9.592200585,2.9.592200584,1.11.574950785,55360,,,,,32125471,2018-11-10T08:28:48,0eabe2fcd9db24aea27c258bcf3d54e63110b7f9,,0,"[0,{}]",40,36566,4
1.2.131183,2.9.592200518,2.9.592200446,1.11.574950718,55355,,,,,32125470,2018-11-10T08:28:45,46aa7de5e13af32172428afb7bc5c8123832d7a8,,0,"[1,""1.8.94789""]",42,36499,3
1.2.131183,2.9.592200525,2.9.592200524,1.11.574950725,55357,,,,,32125470,2018-11-10T08:28:45,7c22454742507994ad1cfcd23e7020e00b557e0f,,0,"[0,{}]",46,36506,4
1.2.131183,2.9.592200524,2.9.592200518,1.11.574950724,55356,,,,,32125470,2018-11-10T08:28:45,7c22454742507994ad1cfcd23e7020e00b557e0f,,0,"[1,""1.7.239836939""]",46,36505,1
1.2.131183,2.9.592200445,2.9.592200441,1.11.574950645,55353,,,,,32125469,2018-11-10T08:28:42,80887b236a0a2238aab19b67cd3dc8e988d2cd69,,0,"[1,""1.7.239836902""]",52,36426,1
1.2.131183,2.9.592200446,2.9.592200445,1.11.574950646,55354,,,,,32125469,2018-11-10T08:28:42,80887b236a0a2238aab19b67cd3dc8e988d2cd69,,0,"[0,{}]",52,36427,4
1.2.131183,2.9.592200441,2.9.592198347,1.11.574950641,55352,,,,,32125469,2018-11-10T08:28:42,47bd66a5b12d19fa9d29dc9ca94258ffc9db389a,,0,"[1,""1.8.94789""]",48,36422,3
1.2.131183,2.9.592198347,2.9.592198267,1.11.574948585,55351,,,,,32125440,2018-11-10T08:27:15,8a792d98a9a5b44d92a757b7f479bdf88dc00dd8,,0,"[1,""1.8.94789""]",18,34366,3
1.2.131183,2.9.592198266,2.9.592198265,1.11.574948505,55349,,,,,32125439,2018-11-10T08:27:12,b6311b6836cd92a978ae03efd9c4137c05ec11de,,0,"[1,""1.7.239835960""]",6,34286,1
1.2.131183,2.9.592198265,2.9.592198196,1.11.574948504,55348,,,,,32125439,2018-11-10T08:27:12,1bceac174e68fa7034bfdea5ae75428aacf45134,,0,"[1,""1.8.94789""]",5,34285,3
1.2.131183,2.9.592198267,2.9.592198266,1.11.574948506,55350,,,,,32125439,2018-11-10T08:27:12,b6311b6836cd92a978ae03efd9c4137c05ec11de,,0,"[0,{}]",6,34287,4
1.2.131183,2.9.592198191,2.9.592198116,1.11.574948432,55345,,,,,32125438,2018-11-10T08:27:09,9021375b0205716e8d24e67d5a2e37871cc8a952,,0,"[1,""1.8.94789""]",8,34213,3
1.2.131183,2.9.592198195,2.9.592198191,1.11.574948436,55346,,,,,32125438,2018-11-10T08:27:09,a59e353579d2af21f31b497a9d0f96a163cc2da6,,0,"[1,""1.7.239835925""]",12,34217,1
1.2.131183,2.9.592198196,2.9.592198195,1.11.574948437,55347,,,,,32125438,2018-11-10T08:27:09,a59e353579d2af21f31b497a9d0f96a163cc2da6,,0,"[0,{}]",12,34218,4
1.2.131183,2.9.592198114,2.9.592197308,1.11.574948355,55342,,,,,32125437,2018-11-10T08:27:06,36de29b088eece931a5942076338dff86bbe6cbb,,0,"[1,""1.8.94789""]",11,34136,3
1.2.131183,2.9.592198115,2.9.592198114,1.11.574948356,55343,,,,,32125437,2018-11-10T08:27:06,513f6ff4fed7ee9939e1df20c0f489c637e22ff5,,0,"[1,""1.7.239835899""]",12,34137,1
1.2.131183,2.9.592198116,2.9.592198115,1.11.574948357,55344,,,,,32125437,2018-11-10T08:27:06,513f6ff4fed7ee9939e1df20c0f489c637e22ff5,,0,"[0,{}]",12,34138,4
1.2.131183,2.9.592197308,2.9.592197210,1.11.574947569,55341,,,,,32125424,2018-11-10T08:26:27,b4e297df6bf668f1dee43be2f40c680c26f4779b,,0,"[1,""1.8.94789""]",61,33350,3
1.2.131183,2.9.592197209,2.9.592197189,1.11.574947474,55339,,,,,32125424,2018-11-10T08:26:27,76e3e9517eb09b2294abd95183e4ee3d6b0d93e1,,0,"[1,""1.7.239835523""]",7,33255,1
1.2.131183,2.9.592197210,2.9.592197209,1.11.574947475,55340,,,,,32125424,2018-11-10T08:26:27,76e3e9517eb09b2294abd95183e4ee3d6b0d93e1,,0,"[0,{}]",7,33256,4
1.2.131183,2.9.592197189,2.9.592196833,1.11.574947455,55338,,,,,32125423,2018-11-10T08:26:24,e284d4e589ad5af111a5dc28fb1f2c448af73a14,,0,"[1,""1.8.94789""]",87,33236,3
1.2.131183,2.9.592196833,2.9.592196757,1.11.574947106,55337,,,,,32125418,2018-11-10T08:26:09,b4685fcbf8d2d768e869e7e7bce6c3fe38703f89,,0,"[1,""1.8.94789""]",57,32887,3
1.2.131183,2.9.592196756,2.9.592196747,1.11.574947029,55335,,,,,32125417,2018-11-10T08:26:06,f23461f1acffcad890f55d24dea8399de0ce01e4,,0,"[1,""1.7.239835339""]",50,32810,1
1.2.131183,2.9.592196747,2.9.592196010,1.11.574947020,55334,,,,,32125417,2018-11-10T08:26:06,e16e920ad811e422052354ca49d0873b070843d8,,0,"[1,""1.8.94789""]",43,32801,3
1.2.131183,2.9.592196757,2.9.592196756,1.11.574947030,55336,,,,,32125417,2018-11-10T08:26:06,f23461f1acffcad890f55d24dea8399de0ce01e4,,0,"[0,{}]",50,32811,4
1.2.131183,2.9.592196010,2.9.592195915,1.11.574946291,55333,,,,,32125408,2018-11-10T08:25:39,6da7b3e144436c9439e3af02d67589d44ff7fc88,,0,"[1,""1.8.94789""]",47,32072,3
1.2.131183,2.9.592195913,2.9.592195856,1.11.574946195,55330,,,,,32125407,2018-11-10T08:25:36,1a194f666a51be1207250cd6eb16d2d1a4857c4e,,0,"[1,""1.8.94789""]",20,31976,3
1.2.131183,2.9.592195915,2.9.592195914,1.11.574946197,55332,,,,,32125407,2018-11-10T08:25:36,01d077d87658aaa6dbee702ad8ad66532e921580,,0,"[0,{}]",21,31978,4
1.2.131183,2.9.592195914,2.9.592195913,1.11.574946196,55331,,,,,32125407,2018-11-10T08:25:36,01d077d87658aaa6dbee702ad8ad66532e921580,,0,"[1,""1.7.239834981""]",21,31977,1
1.2.131183,2.9.592195852,2.9.592195769,1.11.574946134,55327,,,,,32125406,2018-11-10T08:25:33,17797b0eeb3df1b059eefd34308f57c36f9407c4,,0,"[1,""1.8.94789""]",31,31915,3
1.2.131183,2.9.592195856,2.9.592195855,1.11.574946138,55329,,,,,32125406,2018-11-10T08:25:33,50fe7939064f3c351b679301b9a07a4254a69977,,0,"[0,{}]",34,31919,4
1.2.131183,2.9.592195855,2.9.592195852,1.11.574946137,55328,,,,,32125406,2018-11-10T08:25:33,50fe7939064f3c351b679301b9a07a4254a69977,,0,"[1,""1.7.239834958""]",34,31918,1
1.2.131183,2.9.592195763,2.9.592195033,1.11.574946045,55324,,,,,32125405,2018-11-10T08:25:30,0e121428b39ec84e0335a569fbfe08bba646d4a3,,0,"[1,""1.8.94789""]",24,31826,3
1.2.131183,2.9.592195769,2.9.592195768,1.11.574946051,55326,,,,,32125405,2018-11-10T08:25:30,eff00d0694580f199626c6a6b593f87eee777377,,0,"[0,{}]",29,31832,4
1.2.131183,2.9.592195768,2.9.592195763,1.11.574946050,55325,,,,,32125405,2018-11-10T08:25:30,eff00d0694580f199626c6a6b593f87eee777377,,0,"[1,""1.7.239834932""]",29,31831,1
1.2.131183,2.9.592195033,2.9.592194954,1.11.574945323,55323,,,,,32125394,2018-11-10T08:24:57,7b22247927466cf3814b7134355d12bad7e5489b,,0,"[1,""1.8.94789""]",15,31104,3
1.2.131183,2.9.592194954,2.9.592194953,1.11.574945244,55322,,,,,32125393,2018-11-10T08:24:54,6f1f857d8ce4d519036ae345b336f91c46ea8ed0,,0,"[0,{}]",20,31025,4
1.2.131183,2.9.592194952,2.9.592194882,1.11.574945242,55320,,,,,32125393,2018-11-10T08:24:54,a2392f3602728224fe05f3006fb3dac2568e6c94,,0,"[1,""1.8.94789""]",19,31023,3
1.2.131183,2.9.592194953,2.9.592194952,1.11.574945243,55321,,,,,32125393,2018-11-10T08:24:54,6f1f857d8ce4d519036ae345b336f91c46ea8ed0,,0,"[1,""1.7.239834585""]",20,31024,1
1.2.131183,2.9.592194873,2.9.592192217,1.11.574945163,55317,,,,,32125392,2018-11-10T08:24:51,0613636cfd5c3421c25c19e2eb158fe5dda1ada7,,0,"[1,""1.8.94789""]",9,30944,3
1.2.131183,2.9.592194881,2.9.592194873,1.11.574945171,55318,,,,,32125392,2018-11-10T08:24:51,72d2d94198871753e765aea9d03e0a83d0ac6ad2,,0,"[1,""1.7.239834559""]",17,30952,1
1.2.131183,2.9.592194882,2.9.592194881,1.11.574945172,55319,,,,,32125392,2018-11-10T08:24:51,72d2d94198871753e765aea9d03e0a83d0ac6ad2,,0,"[0,{}]",17,30953,4
1.2.131183,2.9.592192217,2.9.592192167,1.11.574942556,55316,,,,,32125352,2018-11-10T08:22:51,ea77c05325664e5bbdccb771eca58f89b9f2d318,,0,"[1,""1.8.94789""]",12,28337,3
1.2.131183,2.9.592192163,2.9.592192065,1.11.574942503,55313,,,,,32125351,2018-11-10T08:22:48,08897b289aec1b9dcbdaf9c1198c3377794e722d,,0,"[1,""1.8.94789""]",34,28284,3
1.2.131183,2.9.592192166,2.9.592192163,1.11.574942506,55314,,,,,32125351,2018-11-10T08:22:48,78026b98bc0519f3ed1debdbdaa58cb20e71d891,,0,"[1,""1.7.239833384""]",37,28287,1
1.2.131183,2.9.592192167,2.9.592192166,1.11.574942507,55315,,,,,32125351,2018-11-10T08:22:48,78026b98bc0519f3ed1debdbdaa58cb20e71d891,,0,"[0,{}]",37,28288,4
1.2.131183,2.9.592192064,2.9.592192039,1.11.574942407,55311,,,,,32125350,2018-11-10T08:22:45,6d4bf68b4637a59a80c8393be859c2383aabbebb,,0,"[1,""1.7.239833336""]",39,28188,1
1.2.131183,2.9.592192039,2.9.592191973,1.11.574942382,55310,,,,,32125350,2018-11-10T08:22:45,6bfb003e5ce6ff313c093d20c4aa2ca68115c6bd,,0,"[1,""1.8.94789""]",16,28163,3
1.2.131183,2.9.592192065,2.9.592192064,1.11.574942408,55312,,,,,32125350,2018-11-10T08:22:45,6d4bf68b4637a59a80c8393be859c2383aabbebb,,0,"[0,{}]",39,28189,4
1.2.131183,2.9.592191973,2.9.592191972,1.11.574942316,55309,,,,,32125349,2018-11-10T08:22:42,0fad2f81971cff05421bfb3c23641c42622e8d33,,0,"[0,{}]",37,28097,4
1.2.131183,2.9.592191972,2.9.592191940,1.11.574942315,55308,,,,,32125349,2018-11-10T08:22:42,0fad2f81971cff05421bfb3c23641c42622e8d33,,0,"[1,""1.7.239833299""]",37,28096,1
1.2.131183,2.9.592191940,2.9.592191887,1.11.574942283,55307,,,,,32125349,2018-11-10T08:22:42,56324d1d17de6b097f0207c9f6a07e6c61a0c0d7,,0,"[1,""1.8.94789""]",19,28064,3
1.2.131183,2.9.592191860,2.9.592189814,1.11.574942204,55304,,,,,32125348,2018-11-10T08:22:39,1924531cba73f54f3da8b576aa75e3239ac07995,,0,"[1,""1.8.94789""]",23,27985,3
1.2.131183,2.9.592191887,2.9.592191886,1.11.574942231,55306,,,,,32125348,2018-11-10T08:22:39,cc470e300508b2c55f957febcbd6112f26e65272,,0,"[0,{}]",42,28012,4
1.2.131183,2.9.592191886,2.9.592191860,1.11.574942230,55305,,,,,32125348,2018-11-10T08:22:39,cc470e300508b2c55f957febcbd6112f26e65272,,0,"[1,""1.7.239833258""]",42,28011,1
1.2.131183,2.9.592189770,2.9.592189697,1.11.574940145,55300,,,,,32125319,2018-11-10T08:21:12,75a5ecf750c877925bf828445093571403ba45d4,,0,"[1,""1.8.94789""]",0,25926,3
1.2.131183,2.9.592189772,2.9.592189771,1.11.574940147,55302,,,,,32125319,2018-11-10T08:21:12,507624afeb60709cbcaa0e15b47bb60d9fc93d72,,0,"[0,{}]",1,25928,4
1.2.131183,2.9.592189814,2.9.592189772,1.11.574940189,55303,,,,,32125319,2018-11-10T08:21:12,a28c02a5f5fc56d458d57c84197c3a71d2277b9e,,0,"[1,""1.8.94789""]",34,25970,3
1.2.131183,2.9.592189771,2.9.592189770,1.11.574940146,55301,,,,,32125319,2018-11-10T08:21:12,507624afeb60709cbcaa0e15b47bb60d9fc93d72,,0,"[1,""1.7.239832391""]",1,25927,1
1.2.131183,2.9.592189696,2.9.592189693,1.11.574940071,55298,,,,,32125317,2018-11-10T08:21:06,2615ad7bf937e45b44d2efaf6ee178fe8a62e1b4,,0,"[1,""1.7.239832363""]",31,25852,1
1.2.131183,2.9.592189697,2.9.592189696,1.11.574940072,55299,,,,,32125317,2018-11-10T08:21:06,2615ad7bf937e45b44d2efaf6ee178fe8a62e1b4,,0,"[0,{}]",31,25853,4
1.2.131183,2.9.592189693,2.9.592189647,1.11.574940068,55297,,,,,32125317,2018-11-10T08:21:06,5933e074c92e9b7d12f193ea4eab005360594e69,,0,"[1,""1.8.94789""]",28,25849,3
1.2.131183,2.9.592189602,2.9.592189553,1.11.574939977,55292,,,,,32125316,2018-11-10T08:21:03,cbfd446286809a52132768069cb7058ac3164a96,,0,"[1,""1.7.239832322""]",1,25758,1
1.2.131183,2.9.592189603,2.9.592189602,1.11.574939978,55293,,,,,32125316,2018-11-10T08:21:03,cbfd446286809a52132768069cb7058ac3164a96,,0,"[0,{}]",1,25759,4
1.2.131183,2.9.592189640,2.9.592189603,1.11.574940015,55294,,,,,32125316,2018-11-10T08:21:03,c570e2f604e2befcbeb578166ce97ef4601a4772,,0,"[1,""1.8.94789""]",28,25796,3
1.2.131183,2.9.592189646,2.9.592189640,1.11.574940021,55295,,,,,32125316,2018-11-10T08:21:03,672cd48ce87ff9757a9e6695c5c2decc0385cacd,,0,"[1,""1.7.239832338""]",32,25802,1
1.2.131183,2.9.592189647,2.9.592189646,1.11.574940022,55296,,,,,32125316,2018-11-10T08:21:03,672cd48ce87ff9757a9e6695c5c2decc0385cacd,,0,"[0,{}]",32,25803,4
1.2.131183,2.9.592189553,2.9.592189516,1.11.574939928,55291,,,,,32125315,2018-11-10T08:21:00,66d95fca30db47dffa3d04b6b885c5168a331478,,0,"[1,""1.8.94789""]",28,25709,3
1.2.131183,2.9.592189516,2.9.592189515,1.11.574939891,55290,,,,,32125315,2018-11-10T08:21:00,2a8630606bd7c80eec25018b1ef63de9f685f693,,0,"[0,{}]",0,25672,4
1.2.131183,2.9.592189515,2.9.592189499,1.11.574939890,55289,,,,,32125315,2018-11-10T08:21:00,2a8630606bd7c80eec25018b1ef63de9f685f693,,0,"[1,""1.7.239832303""]",0,25671,1
1.2.131183,2.9.592189499,2.9.592189445,1.11.574939874,55288,,,,,32125314,2018-11-10T08:20:57,2cdb115edd07cef0b9ea7b5187fc19a7b9868365,,0,"[1,""1.8.94789""]",30,25655,3
1.2.131183,2.9.592189444,2.9.592189422,1.11.574939820,55286,,,,,32125313,2018-11-10T08:20:54,65f2a6d46a79c051a8ebf33083033d8846a887cd,,0,"[1,""1.7.239832276""]",27,25601,1
1.2.131183,2.9.592189445,2.9.592189444,1.11.574939821,55287,,,,,32125313,2018-11-10T08:20:54,65f2a6d46a79c051a8ebf33083033d8846a887cd,,0,"[0,{}]",27,25602,4
